index,codec,type,preset,threads,gop,has_b_frames,refs,fI,fP,fB,fT,ref_type,outfile_size_kbyte,outfile_bit_rate_kbs,outfile_options,enc_sec,comp_ratio_persent,enc_speed,ssim_min,ssim_mean,vmaf_min,vmaf_mean
0,hevc_qsv,ICQ,veryslow,4,248,4,1,15,0,3581,3596,Nature,102144.70833333333,6810.44140625,-global_quality 21 -bf 15 -refs 8 -extbrc 1 -look_ahead_depth 10,13.28045646349589,0.5947608504721974,9.035611082842191,0.9887993333333333,0.996352,83.959111,92.75971166666666
1,hevc_qsv,ICQ,veryslow,4,248,4,1,15,0,3582,3597,Anime,58740.901692708336,3915.9388020833335,-global_quality 21 -bf 15 -refs 8 -extbrc 1 -look_ahead_depth 100,13.347877422968546,0.7717685773522884,8.990304643170447,0.9877523333333333,0.9968966666666667,81.68513066666667,95.55608066666667
2,hevc_qsv,ICQ,veryslow,4,248,4,1,15,0,3581,3596,Nature,102144.70833333333,6810.44140625,-global_quality 21 -bf 15 -refs 8,13.266102949778238,0.5947608504721974,9.045376718483727,0.9887993333333333,0.996352,83.959111,92.75971166666666
3,hevc_qsv,ICQ,veryslow,4,248,4,1,15,0,3582,3597,Anime,58740.901692708336,3915.9388020833335,-global_quality 21 -bf 15 -refs 8 -extbrc 1,13.344114542007446,0.7717685773522884,8.992803748203933,0.9877523333333333,0.9968966666666667,81.68513066666667,95.55608066666667
4,hevc_qsv,ICQ,veryslow,4,248,4,1,15,0,3582,3597,Anime,58740.901692708336,3915.9388020833335,-global_quality 21 -bf 15 -refs 8,13.346839586893717,0.7717685773522884,8.990979971159343,0.9877523333333333,0.9968966666666667,81.68513066666667,95.55608066666667
5,hevc_qsv,ICQ,veryslow,4,248,4,1,15,0,3581,3596,Nature,102144.70833333333,6810.44140625,-global_quality 21 -bf 15 -refs 8 -extbrc 1,13.272702932357788,0.5947608504721974,9.040921761228441,0.9887993333333333,0.996352,83.959111,92.75971166666666
6,hevc_qsv,ICQ,veryslow,4,248,4,1,15,0,3582,3597,Anime,58740.901692708336,3915.9388020833335,-global_quality 21 -bf 15 -refs 8 -extbrc 1 -look_ahead_depth 10,13.351557413736979,0.7717685773522884,8.98779609374462,0.9877523333333333,0.9968966666666667,81.68513066666667,95.55608066666667
7,hevc_qsv,ICQ,veryslow,4,248,4,1,15,0,3581,3596,Nature,102144.70833333333,6810.44140625,-global_quality 21 -bf 15 -refs 8 -extbrc 1 -look_ahead_depth 100,13.267979621887207,0.5947608504721974,9.04411737557052,0.9887993333333333,0.996352,83.959111,92.75971166666666
8,hevc_qsv,ICQ,veryslow,4,248,4,1,15,0,3582,3597,Anime,58740.901692708336,3915.9388020833335,-global_quality 21 -bf 15 -refs 8 -extbrc 1 -look_ahead_depth 30,13.335794687271118,0.7717685773522884,8.998378399209196,0.9877523333333333,0.9968966666666667,81.68513066666667,95.55608066666667
9,hevc_qsv,ICQ,veryslow,4,248,4,1,15,0,3581,3596,Nature,102144.70833333333,6810.44140625,-global_quality 21 -bf 15 -refs 8 -extbrc 1 -look_ahead_depth 60,13.263973395029703,0.5947608504721974,9.046875703691912,0.9887993333333333,0.996352,83.959111,92.75971166666666
10,hevc_qsv,ICQ,veryslow,4,248,4,1,15,0,3581,3596,Nature,102144.70833333333,6810.44140625,-global_quality 21 -bf 15 -refs 8 -extbrc 1 -look_ahead_depth 30,13.264519453048706,0.5947608504721974,9.046485839905062,0.9887993333333333,0.996352,83.959111,92.75971166666666
11,hevc_qsv,ICQ,veryslow,4,248,4,1,15,0,3582,3597,Anime,58740.901692708336,3915.9388020833335,-global_quality 21 -bf 15 -refs 8 -extbrc 1 -look_ahead_depth 60,13.335198879241943,0.7717685773522884,8.998795522845967,0.9877523333333333,0.9968966666666667,81.68513066666667,95.55608066666667
