"index","codec","type","preset","threads","infile_options","outfile_filename","outfile_size_kbyte","outfile_bit_rate_kbs","outfile_options","elapsed_encode_second","elapsed_encode_time","compression_ratio_persent","compression_speed","ssim_min","ssim_harmonic_mean","vmaf_min","vmaf_harmonic_mean"
0,"h264_qsv","h264_qsv_LA-ICQ","veryslow",4,"-hwaccel qsv -c:v mpeg2_qsv","videos/dist/h264_qsv_threads/47e24d6ae000",108452.884765625,7228.9873046875,"-global_quality 25 -look_ahead 1 -bf 16 -refs 9",12.770950317382812,"00:00:12",0.5770932244789232,9.397891074451854,0.977746,0.994418,73.415584,95.700976
1,"h264_qsv","h264_qsv_LA-ICQ","veryslow",4,"-hwaccel qsv -c:v mpeg2_qsv","videos/dist/h264_qsv_threads/d0803d83cb2a",108452.884765625,7228.9873046875,"-global_quality 25 -look_ahead 1 -bf 16 -refs 9 -threads 1",12.763068437576294,"00:00:12",0.5770932244789232,9.403694776613749,0.977746,0.994418,73.415584,95.700976
2,"h264_qsv","h264_qsv_LA-ICQ","veryslow",4,"-hwaccel qsv -c:v mpeg2_qsv","videos/dist/h264_qsv_threads/4a4f9673c84b",108452.884765625,7228.9873046875,"-global_quality 25 -look_ahead 1 -bf 16 -refs 9 -threads 4",12.764498710632324,"00:00:12",0.5770932244789232,9.4026410845283,0.977746,0.994418,73.415584,95.700976
3,"h264_qsv","h264_qsv_LA-ICQ","veryslow",4,"-hwaccel qsv -c:v mpeg2_qsv","videos/dist/h264_qsv_threads/e80ec333c086",108452.884765625,7228.9873046875,"-global_quality 25 -look_ahead 1 -bf 16 -refs 9 -threads 8",12.755334854125977,"00:00:12",0.5770932244789232,9.40939625439759,0.977746,0.994418,73.415584,95.700976
4,"h264_qsv","h264_qsv_LA-ICQ","veryslow",4,"-hwaccel qsv -c:v mpeg2_qsv","videos/dist/h264_qsv_threads/77708b7db9a6",108452.884765625,7228.9873046875,"-global_quality 25 -look_ahead 1 -bf 16 -refs 9 -threads 12",12.757941007614136,"00:00:12",0.5770932244789232,9.407474131473895,0.977746,0.994418,73.415584,95.700976
5,"h264_qsv","h264_qsv_LA-ICQ","veryslow",4,"-hwaccel qsv -c:v mpeg2_qsv","videos/dist/h264_qsv_threads/02c55707176a",108452.884765625,7228.9873046875,"-global_quality 25 -look_ahead 1 -bf 16 -refs 9 -threads 16",12.761537551879883,"00:00:12",0.5770932244789232,9.404822852425022,0.977746,0.994418,73.415584,95.700976
6,"h264_qsv","h264_qsv_LA-ICQ","veryslow",4,"-hwaccel qsv -c:v mpeg2_qsv","videos/dist/h264_qsv_threads/7d0677faa2df",108452.884765625,7228.9873046875,"-global_quality 25 -look_ahead 1 -bf 16 -refs 9 -threads 20",12.763461351394653,"00:00:12",0.5770932244789232,9.40340529075097,0.977746,0.994418,73.415584,95.700976
7,"h264_qsv","h264_qsv_LA-ICQ","veryslow",4,"-hwaccel qsv -c:v mpeg2_qsv","videos/dist/h264_qsv_threads/59c7cd523ba8",108452.884765625,7228.9873046875,"-global_quality 25 -look_ahead 1 -bf 16 -refs 9 -threads 24",12.78185224533081,"00:00:12",0.5770932244789232,9.389875402748698,0.977746,0.994418,73.415584,95.700976
8,"h264_qsv","h264_qsv_LA-ICQ","veryslow",4,"-hwaccel qsv -c:v mpeg2_qsv","videos/dist/h264_qsv_threads/9fbcfb0c2dc8",108452.884765625,7228.9873046875,"-global_quality 25 -look_ahead 1 -bf 16 -refs 9 -threads 28",12.76654314994812,"00:00:12",0.5770932244789232,9.40113534183196,0.977746,0.994418,73.415584,95.700976
9,"h264_qsv","h264_qsv_LA-ICQ","veryslow",4,"-hwaccel qsv -c:v mpeg2_qsv","videos/dist/h264_qsv_threads/30bd89385d6e",108452.884765625,7228.9873046875,"-global_quality 25 -look_ahead 1 -bf 16 -refs 9 -threads 32",12.771905899047852,"00:00:12",0.5770932244789232,9.397187933317573,0.977746,0.994418,73.415584,95.700976
