index,codec,type,preset,threads,gop,has_b_frames,refs,fI,fP,fB,fT,ref_type,outfile_size_kbyte,outfile_bit_rate_kbs,outfile_options,enc_sec,comp_ratio_persent,enc_speed,ssim_min,ssim_mean,vmaf_min,vmaf_mean
0,hevc_qsv,ICQ,veryslow,4,248,4,1,15,0,3581,3596,Nature,102144.70833333333,6810.44140625,-global_quality 21 -bf 15 -refs 8,13.268380959828695,0.5947608504721974,9.043683923750153,0.9887993333333333,0.996352,83.959111,92.75971166666666
1,hevc_qsv,ICQ,veryslow,4,248,4,1,15,0,3581,3596,Nature,102144.70833333333,6810.44140625,-global_quality 21 -bf 15 -refs 8 -rdo 1,13.269355853398642,0.5947608504721974,9.043102593126006,0.9887993333333333,0.996352,83.959111,92.75971166666666
2,hevc_qsv,ICQ,veryslow,4,248,4,1,15,0,3582,3597,Anime,58740.901692708336,3915.9388020833335,-global_quality 21 -bf 15 -refs 8,13.339992841084799,0.7717685773522884,8.995606310992029,0.9877523333333333,0.9968966666666667,81.68513066666667,95.55608066666667
3,hevc_qsv,ICQ,veryslow,4,248,4,1,15,0,3582,3597,Anime,58740.901692708336,3915.9388020833335,-global_quality 21 -bf 15 -refs 8 -rdo 1,13.335173686345419,0.7717685773522884,8.998822190940269,0.9877523333333333,0.9968966666666667,81.68513066666667,95.55608066666667
