index,codec,type,preset,threads,gop,has_b_frames,refs,fI,fP,fB,fT,ref_type,outfile_size_kbyte,outfile_bit_rate_kbs,outfile_options,enc_sec,comp_ratio_persent,enc_speed,ssim_min,ssim_mean,vmaf_min,vmaf_mean
0,av1_qsv,ICQ,veryslow,4,248,0,1,15,3581,0,3596,Nature,76355.314453125,5090.947916666667,-global_quality 26,12.678344964981079,0.6984645719040724,9.464028807999675,0.9877206666666667,0.9951683333333333,80.20280100000001,90.92548966666668
1,av1_qsv,ICQ,veryslow,4,248,0,1,15,3582,0,3597,Anime,34095.899739583336,2273.0013020833335,-global_quality 28,12.66969339052836,0.8668407017892718,9.47139129356805,0.9850733333333332,0.9949413333333333,76.21352766666668,92.87970266666667
2,av1_qsv,ICQ,veryslow,4,248,0,1,15,3582,0,3597,Anime,3186.203125,212.41861979166666,-global_quality 45,13.402238368988037,0.987377220954024,8.953587189550253,0.862793,0.9514336666666666,19.817888666666665,50.77391533333333
3,av1_qsv,ICQ,veryslow,4,248,0,1,15,3582,0,3597,Anime,9883.2646484375,658.8916015625,-global_quality 35,12.476663589477539,0.9610160195381395,9.618184667016708,0.9590663333333334,0.985652,55.962520000000005,81.355215
4,av1_qsv,ICQ,veryslow,4,248,0,1,15,3581,0,3596,Nature,4555.2626953125,303.7190755208333,-global_quality 43,13.429905732472738,0.9814956299579345,8.934291128055223,0.8192323333333332,0.9387090000000001,13.121193666666668,44.010158999999994
5,av1_qsv,ICQ,veryslow,4,248,0,1,15,3581,0,3596,Nature,92217.5244140625,6148.552083333333,-global_quality 25,12.807866096496582,0.6352719559159038,9.370142779485839,0.9901789999999999,0.996015,82.74760299999998,92.26768333333332
6,av1_qsv,ICQ,veryslow,4,248,0,1,15,3581,0,3596,Nature,68602.17740885417,4574.01171875,-global_quality 27,12.621333678563436,0.7292613593375972,9.506625804140207,0.986296,0.994621,78.99572533333333,90.07575066666668
7,av1_qsv,ICQ,veryslow,4,248,0,1,15,3581,0,3596,Nature,148530.400390625,9903.181640625,-global_quality 20,12.746304035186768,0.39542733571357935,9.417633477127834,0.9937330000000001,0.9979906666666666,87.12179000000002,95.23578100000002
8,av1_qsv,ICQ,veryslow,4,248,0,1,15,3582,0,3597,Anime,23267.591471354168,1551.15234375,-global_quality 30,12.627729972203573,0.9087836194544211,9.502959133875667,0.9805646666666666,0.9932073333333333,71.52765633333333,90.64829833333333
9,av1_qsv,ICQ,veryslow,4,248,0,1,15,3581,0,3596,Nature,9593.836263020834,639.6630859375,-global_quality 38,12.145554939905802,0.9615005533534067,9.87971331841082,0.9015003333333333,0.968017,32.58506166666667,62.63216033333333
10,av1_qsv,ICQ,veryslow,4,248,0,1,15,3582,0,3597,Anime,4737.120768229167,315.8147786458333,-global_quality 40,12.289883772532145,0.9812688405558245,9.764209642505453,0.9017536666666666,0.9688516666666667,30.256990000000002,64.50937499999999
11,av1_qsv,ICQ,veryslow,4,248,0,1,15,3582,0,3597,Anime,3862.3645833333335,257.4970703125,-global_quality 42,13.205031871795654,0.9847056461894946,9.087659842912363,0.8847326666666667,0.9612703333333332,24.569010666666667,58.062323
12,av1_qsv,ICQ,veryslow,4,248,0,1,15,3582,0,3597,Anime,169311.4365234375,11287.516276041666,-global_quality 15,12.901482899983725,0.32986731727574975,9.302013316005786,0.994832,0.998884,89.233874,98.16743766666667
13,av1_qsv,ICQ,veryslow,4,248,0,1,15,3582,0,3597,Anime,152290.28385416666,10152.732421875,-global_quality 17,12.899626811345419,0.39958213345475396,9.304705270347306,0.994653,0.9987400000000001,89.52857566666667,97.99400033333335
14,av1_qsv,ICQ,veryslow,4,248,0,1,15,3582,0,3597,Anime,91253.54361979167,6083.4755859375,-global_quality 22,12.567647298177084,0.6425318116097928,9.549236825184229,0.993951,0.9978976666666667,85.674405,96.941104
15,av1_qsv,ICQ,veryslow,4,248,0,1,15,3581,0,3596,Nature,29176.412434895832,1945.3206380208333,-global_quality 32,12.401124954223633,0.8843883898809501,9.676122482958883,0.9714136666666667,0.9882736666666666,63.88374266666667,81.65233933333333
16,av1_qsv,ICQ,veryslow,4,248,0,1,15,3581,0,3596,Nature,14134.9599609375,942.4401041666666,-global_quality 36,12.288570562998453,0.9435895557319917,9.76486912557398,0.9328706666666667,0.9772103333333333,43.514823666666665,70.25767233333333
17,av1_qsv,ICQ,veryslow,4,248,0,1,15,3581,0,3596,Nature,11843.977213541666,789.6901041666666,-global_quality 37,12.227522532145182,0.9526171993877636,9.813657303203525,0.919229,0.9733433333333332,38.972109999999994,66.91530266666668
18,av1_qsv,ICQ,veryslow,4,248,0,1,15,3582,0,3597,Anime,27831.187174479168,1855.3766276041667,-global_quality 29,12.644920269648233,0.8910969038490429,9.489904395610457,0.9823599999999999,0.9940956666666666,73.648482,91.799621
19,av1_qsv,ICQ,veryslow,4,248,0,1,15,3581,0,3596,Nature,24412.2724609375,1627.6744791666667,-global_quality 33,12.38356900215149,0.9031528679437795,9.69060877361195,0.9647113333333334,0.9861573333333333,60.037911,79.21279266666667
20,av1_qsv,ICQ,veryslow,4,248,0,1,15,3582,0,3597,Anime,5443.161458333333,362.8850911458333,-global_quality 39,12.300805727640787,0.9784813161497986,9.755468019904589,0.916508,0.973233,36.384762333333335,68.418193
21,av1_qsv,ICQ,veryslow,4,248,0,1,15,3581,0,3596,Nature,4124.542317708333,275.0009765625,-global_quality 44,13.414032777150473,0.983201993908521,8.944856674057943,0.8360309999999999,0.9333386666666666,13.750160666666668,41.18327766666667
22,av1_qsv,ICQ,veryslow,4,248,0,1,15,3582,0,3597,Anime,142424.0625,9494.976888020834,-global_quality 18,12.794175386428833,0.4398416323843806,9.38069822783197,0.9946623333333333,0.998663,89.15146733333334,97.892487
