index,codec,type,preset,threads,gop,has_b_frames,refs,fI,fP,fB,fT,outfile_size_kbyte,outfile_bit_rate_kbs,outfile_options,enc_sec,comp_ratio_persent,enc_speed,ssim_min,ssim_mean,vmaf_min,vmaf_mean
0,h264_qsv,LA_ICQ,veryslow,4,256,2,3,15,899,2683,3597,95350.27864583333,6357.022623697917,-global_quality 25 -look_ahead 1 -scenario archive,11.74371071656545,0.6234265383196651,10.228617269188689,0.9889576666666665,0.9964218333333333,83.42734200000001,94.64672783333333
1,h264_qsv,LA_ICQ,veryslow,4,256,2,3,15,899,2683,3597,95350.27864583333,6357.022623697917,-global_quality 25 -look_ahead 1 -scenario videosurveillance,11.748378872871399,0.6234265383196651,10.224548959193777,0.9889576666666665,0.9964218333333333,83.42734200000001,94.64672783333333
2,h264_qsv,LA_ICQ,veryslow,4,256,2,3,15,899,2683,3597,95350.27864583333,6357.022623697917,-global_quality 25 -look_ahead 1 -scenario displayremoting,11.73922348022461,0.6234265383196651,10.232583790521097,0.9889576666666665,0.9964218333333333,83.42734200000001,94.64672783333333
3,h264_qsv,LA_ICQ,veryslow,4,256,2,3,15,899,2683,3597,95350.27864583333,6357.022623697917,-global_quality 25 -look_ahead 1,11.746020833651224,0.6234265383196651,10.226517798591361,0.9889576666666665,0.9964218333333333,83.42734200000001,94.64672783333333
4,h264_qsv,LA_ICQ,veryslow,4,256,2,3,15,899,2683,3597,95350.27864583333,6357.022623697917,-global_quality 25 -look_ahead 1 -scenario gamestreaming,11.743561665217081,0.6234265383196651,10.228692825225107,0.9889576666666665,0.9964218333333333,83.42734200000001,94.64672783333333
5,h264_qsv,LA_ICQ,veryslow,4,256,2,3,15,899,2683,3597,95350.27864583333,6357.022623697917,-global_quality 25 -look_ahead 1 -scenario unknown,11.750235160191854,0.6234265383196651,10.223149350616865,0.9889576666666665,0.9964218333333333,83.42734200000001,94.64672783333333
6,h264_qsv,LA_ICQ,veryslow,4,256,2,3,15,899,2683,3597,95350.27864583333,6357.022623697917,-global_quality 25 -look_ahead 1 -scenario remotegaming,11.743842085202536,0.6234265383196651,10.228510112826838,0.9889576666666665,0.9964218333333333,83.42734200000001,94.64672783333333
7,h264_qsv,LA_ICQ,veryslow,4,256,2,3,15,899,2683,3597,95350.27864583333,6357.022623697917,-global_quality 25 -look_ahead 1 -scenario cameracapture,11.747331579526266,0.6234265383196651,10.225354843184379,0.9889576666666665,0.9964218333333333,83.42734200000001,94.64672783333333
8,h264_qsv,LA_ICQ,veryslow,4,256,2,3,15,899,2683,3597,95350.27864583333,6357.022623697917,-global_quality 25 -look_ahead 1 -scenario livestreaming,11.748031934102377,0.6234265383196651,10.224794701341557,0.9889576666666665,0.9964218333333333,83.42734200000001,94.64672783333333
9,h264_qsv,LA_ICQ,veryslow,4,256,2,3,15,899,2683,3597,95350.27864583333,6357.022623697917,-global_quality 25 -look_ahead 1 -scenario videoconference,11.73742679754893,0.6234265383196651,10.23414115966884,0.9889576666666665,0.9964218333333333,83.42734200000001,94.64672783333333
