time,size,pict_type
0,19741,I
0.020854,122,B
0.041708,122,B
0.062562,124,B
0.083417,125,B
0.104271,222,P
0.125125,205,B
0.145979,205,B
0.166833,200,B
0.187688,198,B
0.208542,222,P
0.229396,200,B
0.25025,200,B
0.271104,196,B
0.291958,194,B
0.312812,208,P
0.333667,205,B
0.354521,205,B
0.375375,200,B
0.396229,198,B
0.417083,217,P
0.437937,202,B
0.458792,202,B
0.479646,197,B
0.5005,195,B
0.521354,206,P
0.542208,202,B
0.563063,202,B
0.583917,197,B
0.604771,195,B
0.625625,217,P
0.646479,200,B
0.667333,200,B
0.688187,196,B
0.709042,194,B
0.729896,207,P
0.75075,200,B
0.771604,200,B
0.792458,196,B
0.813312,194,B
0.834167,205,P
0.855021,200,B
0.875875,200,B
0.896729,196,B
0.917583,194,B
0.938437,205,P
0.959292,200,B
0.980146,200,B
1.001,196,B
1.021854,194,B
1.042708,207,P
1.063562,200,B
1.084417,200,B
1.105271,196,B
1.126125,194,B
1.146979,205,P
1.167833,200,B
1.188687,200,B
1.209542,196,B
1.230396,194,B
1.25125,205,P
1.272104,200,B
1.292958,200,B
1.313813,196,B
1.334667,194,B
1.355521,213,P
1.376375,196,B
1.397229,196,B
1.418083,192,B
1.438937,191,B
1.459792,206,P
1.480646,201,B
1.5015,201,B
1.522354,212,B
1.543208,210,B
1.564062,741,P
1.584917,192,B
1.605771,192,B
1.626625,189,B
1.647479,183,B
1.668333,231,P
1.689187,202,B
1.710042,202,B
1.730896,203,B
1.75175,210,B
1.772604,681,P
1.793458,184,B
1.814312,184,B
1.835167,181,B
1.856021,181,B
1.876875,203,P
1.897729,201,B
1.918583,202,B
1.939437,197,B
1.960292,193,B
1.981146,531,P
2.002,188,B
2.022854,186,B
2.043708,192,B
2.064563,178,B
2.085417,674,P
2.106271,179,B
2.127125,179,B
2.147979,177,B
2.168833,182,B
2.189687,190,P
2.210542,182,B
2.231396,182,B
2.25225,179,B
2.273104,179,B
2.293958,203,P
2.314812,174,B
2.335667,174,B
2.356521,171,B
2.377375,171,B
2.398229,182,P
2.419083,174,B
2.439938,174,B
2.460792,182,B
2.481646,189,B
2.5025,776,P
2.523354,168,B
2.544208,168,B
2.565062,166,B
2.585917,164,B
2.606771,186,P
2.627625,191,B
2.648479,191,B
2.669333,184,B
2.690187,183,B
2.711042,746,P
2.731896,172,B
2.75275,172,B
2.773604,171,B
2.794458,171,B
2.815313,228,P
2.836167,191,B
2.857021,192,B
2.877875,183,B
2.898729,173,B
2.919583,719,P
2.940437,162,B
2.961292,162,B
2.982146,173,B
3.003,182,B
3.023854,703,P
3.044708,171,B
3.065562,172,B
3.086417,169,B
3.107271,175,B
3.128125,210,P
3.148979,184,B
3.169833,181,B
3.190687,180,B
3.211542,189,B
3.232396,707,P
3.25325,168,B
3.274104,168,B
3.294958,181,B
3.315812,178,B
3.336667,767,P
3.357521,163,B
3.378375,163,B
3.399229,161,B
3.420083,180,B
3.440937,190,P
3.461792,187,B
3.482646,187,B
3.5035,186,B
3.524354,180,B
3.545208,732,P
3.566062,170,B
3.586917,170,B
3.607771,167,B
3.628625,221,B
3.649479,178,P
3.670333,189,B
3.691187,189,B
3.712042,180,B
3.732896,203,B
3.75375,721,P
3.774604,168,B
3.795458,168,B
3.816312,180,B
3.837167,187,B
3.858021,652,P
3.878875,168,B
3.899729,168,B
3.920583,170,B
3.941437,227,B
3.962292,209,P
3.983146,181,B
4.004,187,B
4.024854,178,B
4.045708,190,B
4.066562,520,P
4.087417,166,B
4.108271,166,B
4.129125,188,B
4.149979,189,B
4.170833,590,P
4.191687,167,B
4.212542,167,B
4.233396,169,B
4.25425,187,B
4.275104,242,P
4.295958,191,B
4.316813,188,B
4.337667,189,B
4.358521,187,B
4.379375,486,P
4.400229,169,B
4.421083,169,B
4.441937,170,B
4.462792,166,B
4.483646,225,P
4.5045,183,B
4.525354,183,B
4.546208,177,B
4.567062,190,B
4.587917,395,P
4.608771,164,B
4.629625,164,B
4.650479,180,B
4.671333,177,B
4.692188,533,P
4.713042,163,B
4.733896,207,B
4.75475,161,B
4.775604,177,B
4.796458,184,P
4.817312,174,B
4.838167,169,B
4.859021,262,B
4.879875,244,B
4.900729,5189,P
4.921583,186,B
4.942437,204,B
4.963292,3093,B
4.984146,116,B
5.005,8615,P
5.025854,93,B
5.046708,115,B
5.067563,92,B
5.088417,118,B
5.109271,5770,P
5.130125,102,B
5.150979,94,B
5.171833,3108,B
5.192687,118,B
5.213542,9203,I
5.234396,115,B
5.25525,159,B
5.276104,129,B
5.296958,160,B
5.317812,4897,P
5.338667,131,B
5.359521,5158,P
5.380375,125,B
5.401229,105,B
5.422083,3270,B
5.442938,120,B
5.463792,5119,P
5.484646,100,B
5.5055,128,B
5.526354,246,B
5.547208,111,B
5.568062,3254,P
5.588917,165,B
5.609771,154,B
5.630625,3404,B
5.651479,113,B
5.672333,2540,P
5.693187,114,B
5.714042,103,B
5.734896,320,B
5.75575,95,B
5.776604,797,P
5.797458,381,B
5.818313,375,B
5.839167,2267,B
5.860021,106,B
5.880875,585,P
5.901729,117,B
5.922583,120,B
5.943437,128,B
5.964292,118,B
5.985146,157,P
6.006,120,B
6.026854,120,B
6.047708,124,B
6.068562,117,B
6.089417,141,P
6.110271,118,B
6.131125,118,B
6.151979,122,B
6.172833,117,B
6.193688,135,P
6.214542,118,B
6.235396,133,P
6.25625,2300,I
6.277104,95,B
6.297958,87,B
6.318812,1930,B
6.339667,82,B
6.360521,3896,P
6.381375,1165,B
6.402229,1179,B
6.423083,6602,B
6.443937,113,B
6.464792,7973,P
6.485646,108,B
6.5065,89,B
6.527354,1138,B
6.548208,104,B
6.569062,4358,P
6.589917,13302,I
6.610771,145,B
6.631625,153,B
6.652479,1153,B
6.673333,99,B
6.694187,3341,P
6.715042,16067,I
6.735896,139,B
6.75675,137,B
6.777604,1349,B
6.798458,96,B
6.819312,3270,P
6.840167,4030,B
6.861021,4193,B
6.881875,6357,B
6.902729,140,B
6.923583,17994,P
6.944437,218,P
