time,size,pict_type
0,24247,I
0.020854,111,B
0.041708,119,B
0.062562,118,B
0.083417,191,B
0.104271,112,B
0.125125,113,B
0.145979,118,B
0.166833,1039,P
0.187688,110,B
0.208542,116,B
0.229396,115,B
0.25025,125,B
0.271104,120,B
0.291958,110,B
0.312812,451,P
0.333667,111,B
0.354521,109,B
0.375375,109,B
0.396229,114,B
0.417083,119,B
0.437937,107,B
0.458792,106,B
0.479646,110,B
0.5005,286,P
0.521354,109,B
0.542208,115,B
0.563063,156,B
0.583917,107,B
0.604771,107,B
0.625625,283,P
0.646479,102,B
0.667333,133,B
0.688187,110,B
0.709042,263,P
0.729896,117,B
0.75075,376,P
0.771604,109,B
0.792458,110,B
0.813312,113,B
0.834167,180,B
0.855021,108,B
0.875875,109,B
0.896729,107,B
0.917583,351,P
0.938437,109,B
0.959292,113,B
0.980146,107,B
1.001,187,B
1.021854,108,B
1.042708,112,B
1.063562,111,B
1.084417,372,P
1.105271,107,B
1.126125,118,B
1.146979,109,B
1.167833,367,P
1.188687,109,B
1.209542,110,B
1.230396,115,B
1.25125,161,B
1.272104,118,B
1.292958,111,B
1.313813,108,B
1.334667,446,P
1.355521,109,B
1.376375,296,P
1.397229,112,B
1.418083,112,B
1.438937,110,B
1.459792,153,B
1.480646,113,B
1.5015,108,B
1.522354,109,B
1.543208,371,P
1.564062,116,B
1.584917,116,B
1.605771,118,B
1.626625,172,B
1.647479,108,B
1.668333,108,B
1.689187,105,B
1.710042,902,P
1.730896,114,B
1.75175,142,B
1.772604,108,B
1.793458,1038,P
1.814312,110,B
1.835167,110,B
1.856021,160,B
1.876875,113,B
1.897729,116,B
1.918583,865,P
1.939437,110,B
1.960292,109,B
1.981146,111,B
2.002,104,B
2.022854,380,P
2.043708,115,B
2.064563,115,B
2.085417,113,B
2.106271,161,B
2.127125,104,B
2.147979,104,B
2.168833,104,B
2.189687,984,P
2.210542,109,B
2.231396,138,B
2.25225,104,B
2.273104,455,P
2.293958,110,B
2.314812,344,P
2.335667,111,B
2.356521,109,B
2.377375,126,B
2.398229,110,B
2.419083,296,P
2.439938,117,B
2.460792,118,B
2.481646,121,B
2.5025,130,B
2.523354,102,B
2.544208,99,B
2.565062,895,P
2.585917,102,B
2.606771,139,B
2.627625,102,B
2.648479,352,P
2.669333,118,B
2.690187,118,B
2.711042,119,B
2.731896,156,B
2.75275,112,B
2.773604,111,B
2.794458,111,B
2.815313,829,P
2.836167,116,B
2.857021,127,B
2.877875,113,B
2.898729,958,P
2.919583,106,B
2.940437,108,B
2.961292,111,B
2.982146,140,B
3.003,115,B
3.023854,116,B
3.044708,115,B
3.065562,706,P
3.086417,110,B
3.107271,113,B
3.128125,114,B
3.148979,163,B
3.169833,118,B
3.190687,115,B
3.211542,120,B
3.232396,896,P
3.25325,105,B
3.274104,108,B
3.294958,103,B
3.315812,156,B
3.336667,113,B
3.357521,115,B
3.378375,111,B
3.399229,818,P
3.420083,103,B
3.440937,105,B
3.461792,104,B
3.482646,142,B
3.5035,111,B
3.524354,112,B
3.545208,112,B
3.566062,852,P
3.586917,105,B
3.607771,104,B
3.628625,105,B
3.649479,170,B
3.670333,118,B
3.691187,121,B
3.712042,121,B
3.732896,1010,P
3.75375,105,B
3.774604,108,B
3.795458,106,B
3.816312,176,B
3.837167,118,B
3.858021,122,B
3.878875,116,B
3.899729,877,P
3.920583,117,B
3.941437,117,B
3.962292,117,B
3.983146,214,B
4.004,123,B
