time,size,pict_type
0,10295,I
0.020854,145,B
0.041708,161,B
0.062562,112,B
0.083417,560,P
0.104271,127,B
0.125125,154,B
0.145979,106,B
0.166833,486,P
0.187688,150,B
0.208542,218,B
0.229396,129,B
0.25025,668,P
0.271104,214,B
0.291958,302,B
0.312812,178,B
0.333667,1241,P
0.354521,303,B
0.375375,516,B
0.396229,269,B
0.417083,1961,P
0.437937,403,B
0.458792,783,B
0.479646,417,B
0.5005,3071,P
0.521354,641,B
0.542208,958,B
0.563063,540,B
0.583917,3975,P
0.604771,898,B
0.625625,1160,B
0.646479,797,B
0.667333,4425,P
0.688187,1183,B
0.709042,1481,B
0.729896,1140,B
0.75075,5361,P
0.771604,1183,B
0.792458,1500,B
0.813312,1168,B
0.834167,6503,P
0.855021,1540,B
0.875875,1916,B
0.896729,1494,B
0.917583,7199,P
0.938437,1817,B
0.959292,2097,B
0.980146,1767,B
1.001,8268,P
1.021854,1768,B
1.042708,2183,B
1.063562,1809,B
1.084417,10676,P
1.105271,2371,B
1.126125,2900,B
1.146979,2219,B
1.167833,13280,P
1.188687,1218,B
1.209542,1018,B
1.230396,1059,B
1.25125,12776,P
1.272104,341,B
1.292958,490,B
1.313813,410,B
1.334667,20623,P
1.355521,458,B
1.376375,467,B
1.397229,404,B
1.418083,6848,P
1.438937,263,B
1.459792,445,B
1.480646,374,B
1.5015,14094,P
1.522354,384,B
1.543208,416,B
1.564062,356,B
1.584917,3698,P
1.605771,548,B
1.626625,620,B
1.647479,636,B
1.668333,5043,P
1.689187,526,B
1.710042,572,B
1.730896,617,B
1.75175,7726,P
1.772604,379,B
1.793458,476,B
1.814312,344,B
1.835167,13371,P
1.856021,366,B
1.876875,480,B
1.897729,450,B
1.918583,6350,P
1.939437,447,B
1.960292,544,B
1.981146,439,B
2.002,11545,P
2.022854,490,B
2.043708,493,B
2.064563,487,B
2.085417,6296,P
2.106271,477,B
2.127125,440,B
2.147979,321,B
2.168833,10082,P
2.189687,537,B
2.210542,430,B
2.231396,568,B
2.25225,4465,P
2.273104,522,B
2.293958,516,B
2.314812,424,B
2.335667,9696,P
2.356521,428,B
2.377375,409,B
2.398229,291,B
2.419083,14541,P
2.439938,397,B
2.460792,469,B
2.481646,404,B
2.5025,4198,P
2.523354,511,B
2.544208,506,B
2.565062,549,B
2.585917,4142,P
2.606771,458,B
2.627625,508,B
2.648479,386,B
2.669333,9499,P
2.690187,430,B
2.711042,521,B
2.731896,412,B
2.75275,11921,P
2.773604,422,B
2.794458,401,B
2.815313,382,B
2.836167,7579,P
2.857021,455,B
2.877875,382,B
2.898729,306,B
2.919583,9382,P
2.940437,353,B
2.961292,389,B
2.982146,358,B
3.003,9554,P
3.023854,390,B
3.044708,371,B
3.065562,366,B
3.086417,5306,P
3.107271,414,B
3.128125,392,B
3.148979,295,B
3.169833,9040,P
3.190687,437,B
3.211542,469,B
3.232396,394,B
3.25325,7672,P
3.274104,427,B
3.294958,433,B
3.315812,381,B
3.336667,8548,P
3.357521,436,B
3.378375,410,B
3.399229,367,B
3.420083,6927,P
3.440937,465,B
3.461792,485,B
3.482646,446,B
3.5035,12905,P
3.524354,401,B
3.545208,422,B
3.566062,349,B
3.586917,7393,P
3.607771,391,B
3.628625,411,B
3.649479,337,B
3.670333,8352,P
3.691187,488,B
3.712042,627,B
3.732896,532,B
3.75375,11687,P
3.774604,452,B
3.795458,382,B
3.816312,325,B
3.837167,7365,P
3.858021,505,B
3.878875,609,B
3.899729,480,B
3.920583,6823,P
3.941437,645,B
3.962292,607,B
3.983146,575,B
4.004,11073,P
4.024854,557,B
4.045708,649,B
4.066562,559,B
4.087417,10199,P
4.108271,600,B
4.129125,531,B
4.149979,519,B
4.170833,7939,P
4.191687,540,B
4.212542,603,B
4.233396,536,B
4.25425,10464,P
4.275104,594,B
4.295958,566,B
4.316813,494,B
4.337667,7711,P
4.358521,530,B
4.379375,569,B
4.400229,489,B
4.421083,6802,P
4.441937,614,B
4.462792,570,B
4.483646,571,B
4.5045,10064,P
4.525354,596,B
4.546208,544,B
4.567062,511,B
4.587917,9197,P
4.608771,602,B
4.629625,498,B
4.650479,486,B
4.671333,9092,P
4.692188,585,B
4.713042,513,B
4.733896,519,B
4.75475,8628,P
4.775604,480,B
4.796458,468,B
4.817312,397,B
4.838167,8074,P
4.859021,191,B
4.879875,531,B
4.900729,414,B
4.921583,45604,P
4.942437,289,B
4.963292,1286,B
4.984146,1342,B
5.005,19023,P
5.025854,1019,B
5.046708,1101,B
5.067563,982,B
5.088417,19501,P
5.109271,748,B
5.130125,1081,B
5.150979,952,B
5.171833,17572,P
5.192687,5283,P
5.213542,24309,I
5.234396,616,B
5.25525,2213,B
5.276104,1945,B
5.296958,17243,P
5.317812,706,B
5.338667,2372,B
5.359521,2174,B
5.380375,15165,P
5.401229,608,B
5.422083,1381,B
5.442938,2023,B
5.463792,12971,P
5.484646,358,B
5.5055,1476,B
5.526354,1372,B
5.547208,9310,P
5.568062,475,B
5.588917,1510,B
5.609771,1264,B
5.630625,6680,P
5.651479,654,B
5.672333,1545,B
5.693187,1259,B
5.714042,4327,P
5.734896,508,B
5.75575,1556,B
5.776604,989,B
5.797458,3085,P
5.818313,410,B
5.839167,1201,B
5.860021,512,B
5.880875,541,P
5.901729,81,B
5.922583,82,B
5.943437,81,B
5.964292,81,P
5.985146,81,B
6.006,82,B
6.026854,81,B
6.047708,81,P
6.068562,81,B
6.089417,82,B
6.110271,81,B
6.131125,81,P
6.151979,81,B
6.172833,82,B
6.193688,81,B
6.214542,81,P
6.235396,94,B
6.25625,1471,B
6.277104,735,B
6.297958,5631,P
6.318812,589,B
6.339667,3249,B
6.360521,1504,B
6.381375,9263,P
6.402229,1015,B
6.423083,7048,B
6.443937,2026,B
6.464792,12175,P
6.485646,1271,B
