time,size,pict_type
0,1122,I
0.016667,68,B
0.033333,67,B
0.05,70,P
0.066667,6214,I
0.083333,588,B
0.1,4340,P
0.116667,2450,P
0.133333,439,B
0.15,4079,P
0.166667,3189,P
0.183333,488,B
0.2,5163,P
0.216667,348,B
0.233333,162,B
0.25,263,B
0.266667,2522,P
0.283333,294,B
0.3,325,B
0.316667,244,B
0.333333,1102,P
0.35,144,B
0.366667,269,B
0.383333,189,B
0.4,679,P
0.416667,273,B
0.433333,373,B
0.45,251,B
0.466667,1188,P
0.483333,273,B
0.5,324,B
0.516667,177,B
0.533333,1314,P
0.55,165,B
0.566667,302,B
0.583333,218,B
0.6,1090,P
0.616667,302,B
0.633333,718,P
0.65,239,B
0.666667,287,B
0.683333,139,B
0.7,975,P
0.716667,167,B
0.733333,305,B
0.75,252,B
0.766667,986,P
0.783333,248,B
0.8,188,B
0.816667,232,B
0.833333,789,P
0.85,156,B
0.866667,220,B
0.883333,148,B
0.9,529,P
0.916667,142,B
0.933333,250,B
0.95,227,B
0.966667,587,P
0.983333,279,B
1.0,317,B
1.016667,190,B
1.033333,677,P
1.05,240,B
1.066667,286,B
1.083333,157,B
1.1,856,P
1.116667,117,B
1.133333,210,B
1.15,173,B
1.166667,421,P
1.183333,245,B
1.2,336,B
1.216667,233,B
1.233333,959,P
1.25,183,B
1.266667,295,B
1.283333,192,B
1.3,802,P
1.316667,182,B
1.333333,320,B
1.35,199,B
1.366667,745,P
1.383333,203,B
1.4,297,B
1.416667,203,B
1.433333,770,P
1.45,184,B
1.466667,287,B
1.483333,165,B
1.5,725,P
1.516667,152,B
1.533333,196,B
1.55,120,B
1.566667,584,P
1.583333,88,B
1.6,118,B
1.616667,69,B
1.633333,307,P
1.65,70,B
1.666667,74,B
1.683333,70,B
1.7,264,P
1.716667,70,B
1.733333,81,B
1.75,70,B
1.766667,209,P
1.783333,70,B
1.8,73,B
1.816667,70,B
1.833333,178,P
1.85,70,B
1.866667,73,B
1.883333,70,B
1.9,117,P
1.916667,70,B
1.933333,145,B
1.95,103,B
1.966667,355,P
1.983333,107,B
2.0,214,B
2.016667,107,B
2.033333,560,P
2.05,83,B
2.066667,145,B
2.083333,115,B
2.1,402,P
2.116667,101,B
2.133333,212,B
2.15,95,B
2.166667,527,P
2.183333,96,B
2.2,185,B
2.216667,100,B
2.233333,465,P
2.25,96,B
2.266667,183,B
2.283333,88,B
2.3,465,P
2.316667,87,B
2.333333,131,B
2.35,74,B
2.366667,395,P
2.383333,79,B
2.4,99,B
2.416667,76,B
2.433333,379,P
2.45,70,B
2.466667,89,B
