time,size,pict_type
0,496,I
0.016667,82,B
0.033333,82,B
0.05,84,P
0.066667,82,B
0.083333,82,B
0.1,2806,P
0.116667,82,B
0.133333,82,B
0.15,5078,P
0.166667,82,B
0.183333,82,B
0.2,6970,P
0.216667,217,B
0.233333,113,B
0.25,1472,P
0.266667,192,B
0.283333,295,B
0.3,1459,P
0.316667,216,B
0.333333,213,B
0.35,720,P
0.366667,156,B
0.383333,160,B
0.4,456,P
0.416667,232,B
0.433333,280,B
0.45,908,P
0.466667,249,B
0.483333,207,B
0.5,935,P
0.516667,120,B
0.533333,137,B
0.55,455,P
0.566667,195,B
0.583333,226,B
0.6,669,P
0.616667,228,B
0.633333,154,B
0.65,598,P
0.666667,164,B
0.683333,148,B
0.7,629,P
0.716667,167,B
0.733333,181,B
0.75,668,P
0.766667,128,B
0.783333,223,B
0.8,618,P
0.816667,194,B
0.833333,183,B
0.85,678,P
0.866667,131,B
0.883333,136,B
0.9,2043,P
0.916667,141,B
0.933333,132,B
0.95,388,P
0.966667,258,B
0.983333,198,B
1.0,518,P
1.016667,151,B
1.033333,208,B
1.05,6728,P
1.066667,207,B
1.083333,163,B
1.1,6116,P
1.116667,146,B
1.133333,144,B
1.15,4359,P
1.166667,200,B
1.183333,271,B
1.2,1517,P
1.216667,201,B
1.233333,164,B
1.25,4699,P
1.266667,172,B
1.283333,172,B
1.3,1758,P
1.316667,145,B
1.333333,192,B
1.35,1070,P
1.366667,188,B
1.383333,176,B
1.4,1207,P
1.416667,193,B
1.433333,180,B
1.45,1216,P
1.466667,177,B
1.483333,163,B
1.5,993,P
1.516667,146,B
1.533333,130,B
1.55,889,P
1.566667,123,B
1.583333,106,B
1.6,4149,P
1.616667,83,B
1.633333,82,B
1.65,740,P
1.666667,82,B
1.683333,82,B
1.7,405,P
1.716667,82,B
1.733333,82,B
1.75,2139,P
1.766667,82,B
1.783333,82,B
1.8,633,P
1.816667,82,B
1.833333,82,B
1.85,3908,P
1.866667,82,B
1.883333,82,B
1.9,744,P
1.916667,120,B
1.933333,107,B
1.95,732,P
1.966667,133,B
1.983333,140,B
2.0,1065,P
2.016667,115,B
2.033333,119,B
2.05,819,P
2.066667,120,B
2.083333,126,B
2.1,806,P
2.116667,128,B
2.133333,118,B
2.15,819,P
2.166667,127,B
2.183333,147,B
2.2,767,P
2.216667,122,B
2.233333,131,B
2.25,992,P
2.266667,110,B
2.283333,113,B
2.3,709,P
2.316667,103,B
2.333333,97,B
2.35,677,P
2.366667,87,B
2.383333,87,B
2.4,670,P
2.416667,90,B
2.433333,86,B
2.45,498,P
2.466667,87,B
2.483333,86,B
2.5,618,P
2.516667,86,B
2.533333,82,B
2.55,512,P
2.566667,82,B
2.583333,82,B
2.6,427,P
2.616667,82,B
2.633333,82,B
2.65,437,P
2.666667,82,B
2.683333,82,B
2.7,382,P
2.716667,82,B
2.733333,82,B
2.75,397,P
2.766667,82,B
2.783333,82,B
2.8,272,P
2.816667,82,B
2.833333,82,B
2.85,228,P
2.866667,82,B
2.883333,82,B
2.9,187,P
2.916667,82,B
2.933333,82,B
2.95,168,P
2.966667,82,B
2.983333,82,B
3.0,173,P
3.016667,82,B
3.033333,82,B
3.05,170,P
3.066667,82,B
3.083333,82,B
3.1,121,P
3.116667,82,B
3.133333,82,B
3.15,122,P
3.166667,82,B
3.183333,82,B
3.2,121,P
3.216667,82,B
3.233333,82,B
3.25,345,P
3.266667,96,B
3.283333,97,B
3.3,594,P
3.316667,106,B
3.333333,108,B
3.35,773,P
3.366667,109,B
3.383333,112,B
3.4,721,P
3.416667,113,B
3.433333,123,B
3.45,742,P
3.466667,114,B
3.483333,116,B
3.5,780,P
3.516667,103,B
3.533333,97,B
3.55,3791,P
3.566667,85,B
3.583333,88,B
3.6,8378,P
3.616667,82,B
3.633333,82,B
3.65,8908,P
3.666667,82,B
3.683333,82,B
3.7,9626,P
3.716667,82,B
3.733333,82,B
3.75,8182,P
3.766667,82,B
3.783333,82,B
3.8,9009,P
3.816667,82,B
3.833333,82,B
3.85,8328,P
3.866667,82,B
3.883333,82,B
3.9,8889,P
3.916667,82,B
3.933333,82,B
3.95,8134,P
3.966667,82,B
3.983333,82,B
4.0,8392,P
4.016667,82,B
4.033333,82,B
4.05,6284,P
4.066667,82,B
4.083333,82,B
4.1,6004,P
4.116667,82,B
4.133333,82,B
4.15,4070,P
4.166667,82,B
4.183333,82,B
4.2,1560,P
4.216667,82,B
4.233333,82,B
4.25,83,P
4.266667,493,I
4.283333,82,B
4.3,82,B
4.316667,2720,P
4.333333,82,B
4.35,82,B
4.366667,83,P
4.383333,370,B
4.4,138,B
4.416667,10396,P
4.433333,82,B
4.45,82,B
4.466667,23105,P
4.483333,82,B
4.5,82,B
4.516667,27325,P
4.533333,82,B
4.55,82,B
4.566667,23037,P
4.583333,82,B
4.6,82,B
4.616667,16735,P
4.633333,82,B
4.65,82,B
4.666667,13854,P
4.683333,82,B
4.7,82,B
4.716667,18581,P
4.733333,82,B
4.75,82,B
4.766667,19910,P
4.783333,82,B
4.8,82,B
4.816667,7196,P
4.833333,82,B
4.85,82,B
4.866667,4451,P
4.883333,82,B
4.9,82,B
4.916667,1468,P
4.933333,82,B
4.95,82,B
4.966667,878,P
4.983333,82,B
5.0,82,B
5.016667,7357,P
5.033333,82,B
5.05,82,B
5.066667,1621,P
5.083333,82,B
5.1,82,B
5.116667,3111,P
5.133333,82,B
5.15,82,B
5.166667,3708,P
5.183333,82,B
5.2,82,B
5.216667,4956,P
5.233333,82,B
5.25,82,B
5.266667,3661,P
5.283333,82,B
5.3,88,B
5.316667,3589,P
5.333333,88,B
5.35,82,B
5.366667,5539,P
5.383333,82,B
5.4,82,B
5.416667,3563,P
5.433333,103,B
5.45,82,B
5.466667,6268,P
5.483333,107,B
5.5,98,B
5.516667,5539,P
5.533333,115,B
5.55,116,B
5.566667,5605,P
5.583333,162,B
5.6,147,B
5.616667,5562,P
5.633333,167,B
5.65,213,B
5.666667,5654,P
5.683333,234,B
5.7,207,B
5.716667,6326,P
5.733333,206,B
5.75,193,B
5.766667,7777,P
5.783333,277,B
5.8,253,B
5.816667,3998,P
5.833333,283,B
5.85,289,B
5.866667,6724,P
5.883333,285,B
5.9,246,B
5.916667,5634,P
5.933333,319,B
5.95,280,B
5.966667,6578,P
5.983333,333,B
6.0,235,B
6.016667,7371,P
6.033333,289,B
6.05,288,B
6.066667,7436,P
6.083333,318,B
6.1,292,B
6.116667,6456,P
6.133333,252,B
6.15,278,B
6.166667,10815,P
6.183333,278,B
6.2,279,B
6.216667,5417,P
6.233333,294,B
6.25,274,B
6.266667,9427,P
6.283333,277,B
6.3,252,B
6.316667,8057,P
6.333333,266,B
6.35,281,B
6.366667,8652,P
6.383333,264,B
6.4,269,B
6.416667,8403,P
6.433333,269,B
6.45,277,B
6.466667,9412,P
6.483333,304,B
6.5,293,B
6.516667,8745,P
6.533333,315,B
6.55,315,B
6.566667,9791,P
6.583333,309,B
6.6,360,B
6.616667,8580,P
6.633333,300,B
6.65,352,B
6.666667,11195,P
6.683333,318,B
6.7,303,B
6.716667,8052,P
6.733333,348,B
6.75,342,B
6.766667,9226,P
6.783333,368,B
6.8,328,B
6.816667,9500,P
6.833333,344,B
6.85,342,B
6.866667,9593,P
6.883333,348,B
6.9,349,B
6.916667,9891,P
6.933333,331,B
6.95,348,B
6.966667,9920,P
6.983333,358,B
7.0,361,B
7.016667,10305,P
7.033333,362,B
7.05,358,B
7.066667,10314,P
7.083333,379,B
7.1,340,B
7.116667,10812,P
7.133333,424,B
7.15,358,B
7.166667,9293,P
7.183333,353,B
7.2,340,B
7.216667,12211,P
7.233333,368,B
7.25,412,B
7.266667,11255,P
7.283333,382,B
7.3,389,B
7.316667,11973,P
7.333333,397,B
7.35,467,B
7.366667,12649,P
7.383333,414,B
7.4,486,B
7.416667,13039,P
7.433333,464,B
7.45,470,B
7.466667,13202,P
7.483333,434,B
7.5,447,B
7.516667,13534,P
7.533333,423,B
7.55,425,B
7.566667,11337,P
7.583333,436,B
7.6,537,B
7.616667,13151,P
7.633333,447,B
7.65,535,B
7.666667,12888,P
7.683333,428,B
7.7,549,B
7.716667,13602,P
7.733333,454,B
7.75,560,B
7.766667,16668,P
7.783333,434,B
7.8,467,B
7.816667,13281,P
7.833333,449,B
7.85,507,B
7.866667,11503,P
7.883333,466,B
7.9,531,B
7.916667,11608,P
7.933333,558,B
7.95,562,B
7.966667,13978,P
7.983333,586,B
8.0,546,B
8.016667,14633,P
8.033333,519,B
8.05,611,B
8.066667,11581,P
8.083333,514,B
8.1,602,B
8.116667,14028,P
8.133333,555,B
8.15,599,B
8.166667,14528,P
8.183333,541,B
8.2,576,B
8.216667,15560,P
8.233333,616,B
8.25,606,B
8.266667,16216,P
8.283333,582,B
8.3,604,B
8.316667,13605,P
8.333333,571,B
8.35,651,B
8.366667,14942,P
8.383333,627,B
8.4,671,B
8.416667,16599,P
8.433333,722,B
8.45,680,B
8.466667,15538,P
8.483333,540,B
8.5,562,B
8.516667,14552,P
8.533333,23408,I
8.55,830,B
8.566667,728,B
8.583333,38356,P
8.6,596,B
8.616667,615,B
8.633333,9570,P
8.65,642,B
8.666667,680,B
8.683333,21148,P
8.7,568,B
8.716667,573,B
8.733333,8767,P
8.75,712,B
8.766667,683,B
8.783333,11527,P
8.8,738,B
8.816667,710,B
8.833333,12989,P
8.85,756,B
8.866667,802,B
8.883333,15720,P
8.9,734,B
8.916667,788,B
8.933333,13362,P
8.95,815,B
8.966667,799,B
8.983333,12664,P
9.0,775,B
9.016667,728,B
9.033333,14266,P
9.05,773,B
9.066667,718,B
9.083333,11001,P
9.1,902,B
9.116667,794,B
9.133333,13225,P
9.15,772,B
9.166667,859,B
9.183333,15488,P
9.2,918,B
9.216667,849,B
9.233333,13689,P
9.25,773,B
9.266667,844,B
9.283333,15202,P
9.3,884,B
9.316667,793,B
9.333333,11838,P
9.35,795,B
9.366667,925,B
9.383333,15227,P
9.4,792,B
9.416667,850,B
9.433333,13322,P
9.45,630,B
9.466667,692,B
9.483333,14004,P
9.5,585,B
9.516667,657,B
9.533333,8546,P
9.55,582,B
9.566667,695,B
9.583333,9577,P
9.6,664,B
9.616667,786,B
9.633333,10663,P
9.65,626,B
9.666667,699,B
9.683333,10966,P
9.7,630,B
9.716667,581,B
