time,size,pict_type
0,1116,I
0.016667,68,B
0.033333,68,B
0.05,70,P
0.066667,9225,I
0.083333,5575,P
0.1,216,B
0.116667,193,B
0.133333,1030,B
0.15,153,B
0.166667,190,B
0.183333,14647,P
0.2,6848,P
0.216667,920,B
0.233333,724,B
0.25,725,B
0.266667,1114,B
0.283333,492,B
0.3,463,B
0.316667,413,B
0.333333,390,B
0.35,7692,P
0.366667,416,B
0.383333,308,B
0.4,2089,P
0.416667,469,B
0.433333,476,B
0.45,504,B
0.466667,972,B
0.483333,389,B
0.5,408,B
0.516667,345,B
0.533333,314,B
0.55,4948,P
0.566667,384,B
0.583333,360,B
0.6,698,B
0.616667,409,B
0.633333,360,B
0.65,401,B
0.666667,1049,P
0.683333,292,B
0.7,464,B
0.716667,290,B
0.733333,844,P
0.75,299,B
0.766667,568,B
0.783333,359,B
0.8,322,B
0.816667,1015,P
0.833333,329,B
0.85,286,B
0.866667,245,B
0.883333,507,B
0.9,251,B
0.916667,285,B
0.933333,328,B
0.95,353,B
0.966667,757,P
0.983333,345,B
1.0,277,B
1.016667,619,B
1.033333,338,B
1.05,356,B
1.066667,576,P
1.083333,308,B
1.1,293,B
1.116667,235,B
1.133333,588,B
1.15,289,B
1.166667,361,B
1.183333,386,B
1.2,678,P
1.216667,349,B
1.233333,481,B
1.25,322,B
1.266667,958,P
1.283333,397,B
1.3,327,B
1.316667,724,B
1.333333,322,B
1.35,387,B
1.366667,353,B
1.383333,1098,P
1.4,307,B
1.416667,472,B
1.433333,312,B
1.45,949,P
1.466667,299,B
1.483333,419,B
1.5,282,B
1.516667,1013,P
1.533333,278,B
1.55,222,B
1.566667,383,B
1.583333,208,B
1.6,222,B
1.616667,232,B
1.633333,798,P
1.65,198,B
1.666667,164,B
1.683333,129,B
1.7,298,B
1.716667,132,B
1.733333,137,B
1.75,202,B
1.766667,192,B
1.783333,426,P
1.8,193,B
1.816667,170,B
1.833333,146,B
1.85,313,B
1.866667,153,B
1.883333,162,B
1.9,198,B
1.916667,204,B
1.933333,336,P
1.95,234,B
1.966667,398,B
1.983333,241,B
2.0,876,P
2.016667,230,B
2.033333,389,B
2.05,192,B
2.066667,264,B
2.083333,807,P
2.1,223,B
2.116667,391,B
2.133333,256,B
2.15,291,B
2.166667,957,P
2.183333,279,B
2.2,218,B
2.216667,471,B
2.233333,229,B
2.25,268,B
2.266667,282,B
2.283333,1147,P
2.3,248,B
2.316667,190,B
2.333333,392,B
2.35,191,B
2.366667,201,B
2.383333,229,B
2.4,929,P
2.416667,160,B
2.433333,298,B
2.45,135,B
2.466667,184,B
2.483333,846,P
2.5,188,B
2.516667,165,B
2.533333,143,B
2.55,329,B
2.566667,127,B
2.583333,140,B
2.6,191,B
2.616667,185,B
2.633333,806,P
2.65,162,B
2.666667,131,B
2.683333,80,B
2.7,239,B
2.716667,76,B
2.733333,119,B
2.75,156,B
2.766667,572,P
2.783333,154,B
2.8,116,B
2.816667,73,B
2.833333,201,B
2.85,69,B
2.866667,76,B
2.883333,151,B
2.9,152,B
2.916667,310,P
2.933333,152,B
2.95,113,B
2.966667,76,B
2.983333,176,B
3.0,73,B
3.016667,77,B
3.033333,155,B
3.05,154,B
3.066667,188,P
3.083333,151,B
3.1,114,B
3.116667,75,B
3.133333,176,B
3.15,69,B
3.166667,76,B
3.183333,151,B
3.2,152,B
3.216667,161,P
3.233333,184,B
3.25,153,B
3.266667,270,B
3.283333,158,B
3.3,228,B
3.316667,431,P
3.333333,191,B
3.35,322,B
3.366667,171,B
3.383333,222,B
3.4,611,P
3.416667,251,B
3.433333,230,B
3.45,223,B
3.466667,422,B
3.483333,225,B
3.5,260,B
3.516667,235,B
3.533333,771,P
3.55,695,B
3.566667,226,B
3.583333,4808,B
3.6,791,B
3.616667,945,B
3.633333,1752,P
3.65,2091,B
3.666667,2312,B
3.683333,2862,B
3.7,468,B
3.716667,1566,P
3.733333,676,B
3.75,3068,B
3.766667,1394,B
3.783333,1193,B
3.8,3455,B
3.816667,1232,P
3.833333,1080,B
3.85,796,B
3.866667,3537,B
3.883333,2340,B
3.9,1812,B
3.916667,1187,P
3.933333,2659,B
3.95,1841,B
3.966667,4007,B
3.983333,3091,B
4.0,3085,B
4.016667,1251,P
4.033333,3483,B
4.05,564,B
4.066667,4243,B
4.083333,770,B
4.1,730,B
4.116667,532,B
4.133333,689,P
4.15,4088,I
4.166667,3374,B
4.183333,3238,B
4.2,81,B
4.216667,68,B
4.233333,68,B
4.25,76,B
4.266667,227,P
4.283333,76,B
4.3,69,B
4.316667,76,B
4.333333,69,B
4.35,69,B
4.366667,71,B
4.383333,85,P
4.4,3519,B
4.416667,11525,P
4.433333,11679,P
4.45,2910,B
4.466667,17198,P
4.483333,3689,B
4.5,21810,P
4.516667,3992,B
4.533333,3986,B
4.55,3401,B
4.566667,20007,P
4.583333,3225,B
