time,size,pict_type
0,736,I
0.016667,68,B
0.033333,68,B
0.05,68,B
0.066667,2422,B
0.083333,102,B
0.1,244,B
0.116667,168,B
0.133333,4190,B
0.15,137,B
0.166667,214,B
0.183333,120,B
0.2,7682,B
0.216667,229,B
0.233333,195,B
0.25,170,B
0.266667,3776,B
0.283333,233,B
0.3,226,B
0.316667,162,B
0.333333,5347,B
0.35,130,B
0.366667,133,B
0.383333,121,B
0.4,2951,B
0.416667,207,B
0.433333,231,B
0.45,187,B
0.466667,2163,B
0.483333,210,B
0.5,200,B
0.516667,119,B
0.533333,769,B
0.55,121,B
0.566667,187,B
0.583333,167,B
0.6,584,B
0.616667,180,B
0.633333,171,B
0.65,183,B
0.666667,406,B
0.683333,130,B
0.7,163,B
0.716667,124,B
0.733333,377,B
0.75,189,B
0.766667,136,B
0.783333,148,B
0.8,525,B
0.816667,201,B
0.833333,195,B
0.85,134,B
0.866667,368,B
0.883333,131,B
0.9,151,B
0.916667,116,B
0.933333,1600,B
0.95,202,B
0.966667,252,B
0.983333,192,B
1.0,1923,B
1.016667,231,B
1.033333,355,B
1.05,251,B
1.066667,11323,B
1.083333,251,B
1.1,224,B
1.116667,130,B
1.133333,6709,B
1.15,225,B
1.166667,366,B
1.183333,273,B
1.2,7313,B
1.216667,345,B
1.233333,434,B
1.25,263,B
1.266667,8144,B
1.283333,324,B
1.3,474,B
1.316667,231,B
1.333333,5411,B
1.35,304,B
1.366667,442,B
1.383333,266,B
1.4,6912,B
1.416667,337,B
1.433333,414,B
1.45,292,B
1.466667,7322,B
1.483333,281,B
1.5,353,B
1.516667,219,B
1.533333,6125,B
1.55,183,B
1.566667,258,B
1.583333,156,B
1.6,1726,B
1.616667,138,B
1.633333,168,B
1.65,100,B
1.666667,2113,B
1.683333,112,B
1.7,122,B
1.716667,99,B
1.733333,5039,B
1.75,125,B
1.766667,137,B
1.783333,95,B
1.8,1847,B
1.816667,140,B
1.833333,137,B
1.85,87,B
1.866667,9861,B
1.883333,108,B
1.9,132,B
1.916667,146,B
1.933333,1050,B
1.95,243,B
1.966667,498,B
1.983333,248,B
2.0,2346,B
2.016667,262,B
2.033333,358,B
2.05,221,B
2.066667,4672,B
2.083333,367,B
2.1,557,B
2.116667,382,B
2.133333,3260,B
2.15,405,B
2.166667,706,B
2.183333,389,B
2.2,3067,B
2.216667,450,B
2.233333,734,B
2.25,463,B
2.266667,2964,B
2.283333,512,B
2.3,557,B
2.316667,280,B
2.333333,2888,B
2.35,248,B
2.366667,505,B
2.383333,185,B
